AGEP,HINCP,TEN,SPORDER,PWGTP,WGTP,PUMA,state,puma_int
71,73700,1,1,10,10,04105,36,4105
73,19200,2,1,16,16,04001,36,4001
68,31400,2,1,8,8,04005,36,4005
67,137000,1,1,11,12,04104,36,4104
70,72000,1,1,26,26,04009,36,4009
86,57100,2,1,11,11,03902,36,3902
77,74600,2,1,23,22,04102,36,4102
85,17500,2,1,14,13,04103,36,4103
74,8300,2,1,23,23,03703,36,3703
83,51080,2,1,23,23,04014,36,4014
68,127400,1,1,12,12,04105,36,4105
70,135000,1,1,20,21,03805,36,3805
68,31700,2,1,18,18,04110,36,4110
86,99330,2,1,16,17,04108,36,4108
75,64100,2,1,9,10,04016,36,4016
71,54200,2,1,12,13,04009,36,4009
88,32450,2,1,14,13,04001,36,4001
69,37000,1,1,52,52,04112,36,4112
69,21000,2,1,11,12,04001,36,4001
71,259000,2,1,17,17,03806,36,3806
67,80300,2,1,2,2,04009,36,4009
78,245000,1,1,26,25,04104,36,4104
78,69351,2,1,19,18,04016,36,4016
73,94800,2,1,34,34,04114,36,4114
67,17200,2,1,30,30,04016,36,4016
84,253500,2,1,18,17,03805,36,3805
76,91900,1,1,26,26,03903,36,3903
81,86610,2,1,12,12,04112,36,4112
83,27000,1,1,19,19,04106,36,4106
69,20400,1,1,11,11,03702,36,3702
72,15780,1,1,17,17,04106,36,4106
66,14060,2,1,23,23,03901,36,3901
82,40200,2,1,13,13,04112,36,4112
79,20500,2,1,16,16,04101,36,4101
79,64500,2,1,11,10,04017,36,4017
66,53400,2,1,14,13,04114,36,4114
68,57600,2,1,22,22,04109,36,4109
87,10400,2,1,15,14,03709,36,3709
94,12400,2,1,13,13,04014,36,4014
77,27220,2,1,5,5,04002,36,4002
72,348000,1,1,15,14,04004,36,4004
73,21500,1,1,28,28,04016,36,4016
65,0,1,1,20,20,04008,36,4008
73,39400,1,1,11,12,04009,36,4009
88,46900,2,1,23,23,04009,36,4009
77,40000,2,1,15,15,04108,36,4108
67,141400,2,1,11,12,04113,36,4113
82,24410,2,1,12,12,04107,36,4107
68,83100,2,1,15,14,04103,36,4103
80,20000,2,1,25,25,04106,36,4106
75,46350,2,1,13,13,04011,36,4011
69,351000,1,1,14,13,04011,36,4011
73,122414,2,1,11,11,04105,36,4105
69,0,1,1,61,61,03703,36,3703
67,53200,2,1,16,16,04105,36,4105
74,46800,2,1,6,5,03902,36,3902
87,22800,1,1,12,12,04006,36,4006
74,36600,2,1,12,12,04014,36,4014
85,55000,2,1,41,40,04102,36,4102
73,53200,1,1,13,13,04012,36,4012
68,11300,2,1,11,11,04101,36,4101
74,0,2,1,16,17,04013,36,4013
71,126100,1,1,43,43,03903,36,3903
65,250000,1,1,26,26,04015,36,4015
82,71100,2,1,8,8,04014,36,4014
72,84200,1,1,25,26,04105,36,4105
89,25300,2,1,14,14,04105,36,4105
75,35900,2,1,23,23,03808,36,3808
67,34000,1,1,31,30,04103,36,4103
76,56000,2,1,12,13,03901,36,3901
69,364900,1,1,17,17,03805,36,3805
74,53400,1,1,8,7,04105,36,4105
65,176500,1,1,12,12,03702,36,3702
80,66000,1,1,17,17,03903,36,3903
83,61100,2,1,14,14,03702,36,3702
74,106600,2,1,21,20,04113,36,4113
81,69900,2,1,10,11,04105,36,4105
75,132800,2,1,18,18,03810,36,3810
86,18680,1,1,16,16,03805,36,3805
83,22000,1,1,9,9,04105,36,4105
70,66000,2,1,15,15,03702,36,3702
73,86200,2,1,20,21,03709,36,3709
84,89500,1,1,20,20,03710,36,3710
72,31500,2,1,13,13,04110,36,4110
80,122200,2,1,11,11,04113,36,4113
76,17200,2,1,14,13,04104,36,4104
69,44800,2,1,13,13,03708,36,3708
94,14500,2,1,33,33,04112,36,4112
81,20500,2,1,13,13,04105,36,4105
94,96200,2,1,14,14,04015,36,4015
71,25800,2,1,13,13,04113,36,4113
68,125000,1,1,17,16,03704,36,3704
74,103400,1,1,13,13,03708,36,3708
83,22600,2,1,10,10,04007,36,4007
80,121800,1,1,12,13,03902,36,3902
70,38000,1,1,47,46,04013,36,4013
67,78800,1,1,27,27,03709,36,3709
80,32400,2,1,14,14,04014,36,4014
78,11100,2,1,18,18,03808,36,3808
75,138000,2,1,18,17,03806,36,3806
72,112400,2,1,14,14,03805,36,3805
66,24000,1,1,13,13,04009,36,4009
82,23300,2,1,13,13,04017,36,4017
83,16800,2,1,12,11,04016,36,4016
77,41100,2,1,20,19,04018,36,4018
74,47900,1,1,16,16,04113,36,4113
69,100000,2,1,13,13,04010,36,4010
70,36400,1,1,60,60,04113,36,4113
86,44600,2,1,17,16,04113,36,4113
70,291000,2,1,23,23,03806,36,3806
73,39500,2,1,13,13,04112,36,4112
67,51600,1,1,18,18,04005,36,4005
67,56100,1,1,47,47,04015,36,4015
71,177550,1,1,16,16,03805,36,3805
72,50000,2,1,24,24,04005,36,4005
74,139900,1,1,11,11,04114,36,4114
70,37200,1,1,31,31,04106,36,4106
73,31400,1,1,5,5,04003,36,4003
68,68200,1,1,30,29,04108,36,4108
70,22800,2,1,21,21,04012,36,4012
71,0,1,1,10,11,04110,36,4110
74,100000,2,1,14,14,04009,36,4009
80,38900,1,1,17,17,03902,36,3902
67,132700,1,1,15,15,04013,36,4013
84,1600,2,1,15,15,04013,36,4013
65,75200,1,1,18,18,04105,36,4105
66,30000,1,1,46,46,04113,36,4113
68,78000,1,1,13,13,03901,36,3901
66,91400,2,1,13,13,04010,36,4010
71,82200,1,1,38,39,04105,36,4105
83,9700,2,1,14,14,04104,36,4104
84,141600,2,1,18,18,03701,36,3701
81,92800,2,1,9,10,04106,36,4106
68,106500,2,1,12,11,04104,36,4104
86,66000,1,1,11,11,04007,36,4007
83,50000,1,1,9,9,04112,36,4112
78,47120,1,1,14,15,03903,36,3903
74,65000,2,1,20,20,04106,36,4106
65,61700,2,1,12,12,04105,36,4105
75,58200,1,1,20,20,04002,36,4002
72,104800,1,1,9,9,04103,36,4103
65,61100,1,1,9,9,04110,36,4110
71,144400,2,1,20,20,04110,36,4110
82,236500,2,1,16,16,03810,36,3810
65,335000,1,1,43,42,03810,36,3810
73,61900,2,1,16,16,04103,36,4103
67,64400,2,1,12,13,04009,36,4009
83,52400,2,1,13,13,04103,36,4103
74,64300,1,1,33,33,04109,36,4109
76,189900,2,1,25,25,03806,36,3806
75,30000,2,1,39,39,04103,36,4103
67,45000,2,1,40,40,03703,36,3703
67,45700,2,1,82,83,03805,36,3805
69,44000,1,1,12,12,03903,36,3903
67,30000,2,1,20,20,04103,36,4103
94,75000,2,1,15,14,04101,36,4101
66,21000,1,1,15,15,03801,36,3801
65,55000,1,1,9,9,03704,36,3704
71,3000,2,1,41,42,04104,36,4104
83,144070,2,1,13,13,04105,36,4105
83,46000,1,1,9,9,04112,36,4112
81,44000,1,1,14,14,04113,36,4113
77,40600,1,1,11,11,04007,36,4007
72,72400,1,1,18,18,04007,36,4007
65,164000,1,1,16,16,03801,36,3801
66,106600,2,1,46,46,04113,36,4113
68,15000,1,1,13,13,04016,36,4016
86,19000,2,1,13,13,04105,36,4105
73,89400,1,1,4,4,03902,36,3902
68,39000,1,1,17,18,04008,36,4008
88,14400,2,1,10,10,04017,36,4017
79,20600,2,1,10,10,04104,36,4104
83,90200,1,1,29,29,04011,36,4011
77,22400,2,1,12,11,04107,36,4107
72,50500,2,1,35,36,04009,36,4009
77,29200,1,1,9,9,04105,36,4105
66,34400,2,1,17,17,04007,36,4007
79,60800,1,1,12,12,04114,36,4114
72,127000,2,1,18,19,04013,36,4013
67,77060,2,1,15,16,04114,36,4114
87,28800,2,1,11,12,04113,36,4113
79,91130,2,1,16,16,04105,36,4105
84,10000,2,1,36,35,03702,36,3702
73,31400,2,1,20,21,03806,36,3806
87,17700,2,1,20,20,04101,36,4101
94,285000,2,1,16,16,03810,36,3810
69,60900,1,1,14,14,04106,36,4106
68,32500,2,1,24,25,03704,36,3704
65,151700,1,1,26,27,03903,36,3903
69,422000,1,1,17,17,03806,36,3806
67,290100,2,1,22,22,03808,36,3808
65,42700,1,1,7,7,04112,36,4112
65,53700,1,1,11,11,04010,36,4010
66,13400,2,1,12,12,04107,36,4107
75,165330,2,1,19,19,04018,36,4018
85,14400,2,1,14,15,04013,36,4013
75,25560,1,1,17,17,04104,36,4104
71,79400,1,1,25,25,04009,36,4009
69,74600,2,1,11,11,03901,36,3901
78,114600,2,1,19,19,04113,36,4113
78,72700,2,1,6,6,04105,36,4105
75,43200,2,1,13,12,04104,36,4104
73,252900,1,1,7,7,04015,36,4015
84,18000,2,1,34,34,03709,36,3709
67,33300,2,1,13,13,04111,36,4111
73,32100,1,1,22,21,04101,36,4101
72,54700,2,1,60,60,04005,36,4005
88,16600,2,1,9,9,04111,36,4111
66,109400,1,1,14,14,03901,36,3901
74,0,2,1,33,33,03902,36,3902
83,9000,2,1,54,53,03805,36,3805
73,32700,2,1,17,17,03704,36,3704
70,46300,2,1,22,22,03805,36,3805
69,53700,2,1,12,12,04007,36,4007
94,27404,2,1,17,17,04018,36,4018
94,31100,2,1,14,15,04110,36,4110
65,157800,2,1,17,17,03805,36,3805
65,30100,2,1,24,24,04113,36,4113
88,38000,2,1,10,10,03701,36,3701
73,40000,2,1,24,25,04108,36,4108
66,96000,2,1,52,52,03903,36,3903
70,28500,1,1,21,21,04001,36,4001
88,81750,2,1,10,10,04106,36,4106
94,35700,1,1,16,16,03903,36,3903
75,18600,2,1,51,51,04016,36,4016
70,199500,2,1,19,20,03902,36,3902
66,41500,2,1,18,19,04104,36,4104
76,5300,2,1,23,23,03807,36,3807
79,11700,1,1,12,13,04016,36,4016
88,15300,2,1,15,14,03808,36,3808
68,208400,1,1,21,20,04105,36,4105
66,16900,2,1,16,16,04104,36,4104
66,104900,1,1,39,39,04105,36,4105
79,38200,2,1,16,15,03806,36,3806
75,18800,2,1,6,7,04001,36,4001
85,0,2,1,18,18,03702,36,3702
65,287000,2,1,17,17,03810,36,3810
72,17300,1,1,45,45,04007,36,4007
70,40800,2,1,16,17,04015,36,4015
75,354900,2,1,19,19,03805,36,3805
67,110500,2,1,13,12,04015,36,4015
89,61000,1,1,20,20,04018,36,4018
82,82400,2,1,11,12,04017,36,4017
74,70900,2,1,9,9,04012,36,4012
82,71640,2,1,12,12,04105,36,4105
67,69600,2,1,22,22,03901,36,3901
94,17600,2,1,20,20,03901,36,3901
88,40250,2,1,30,30,04009,36,4009
81,43800,2,1,14,13,04104,36,4104
77,157400,1,1,9,10,04105,36,4105
80,61500,2,1,20,20,03807,36,3807
83,10900,2,1,8,7,04104,36,4104
80,14400,2,1,15,16,03704,36,3704
66,37000,2,1,17,17,04105,36,4105
69,57000,1,1,21,21,04009,36,4009
80,25500,2,1,20,19,03701,36,3701
67,84200,2,1,25,25,04002,36,4002
82,30900,2,1,25,26,04104,36,4104
71,30000,1,1,33,33,03709,36,3709
69,141800,1,1,19,19,04015,36,4015
67,18200,2,1,16,15,03704,36,3704
72,56500,1,1,12,13,03901,36,3901
88,482600,2,1,16,16,04105,36,4105
66,46800,2,1,13,14,03903,36,3903
85,27020,1,1,12,11,04113,36,4113
68,41000,1,1,8,8,04009,36,4009
80,23600,2,1,28,28,04013,36,4013
73,20700,2,1,24,23,04106,36,4106
71,152500,2,1,14,13,04015,36,4015
81,33000,1,1,23,23,04014,36,4014
81,49000,2,1,13,13,04015,36,4015
84,19500,2,1,20,20,04103,36,4103
69,86500,1,1,12,13,04002,36,4002
73,138940,1,1,4,4,03901,36,3901
84,133760,2,1,20,20,04112,36,4112
66,147000,2,1,16,15,03701,36,3701
68,632000,1,1,15,15,04005,36,4005
75,17600,2,1,7,8,04105,36,4105
80,15100,2,1,20,21,03902,36,3902
65,40400,1,1,19,19,04014,36,4014
78,24000,2,1,11,11,03701,36,3701
66,393000,2,1,21,21,03807,36,3807
81,121500,2,1,22,23,04109,36,4109
74,17300,2,1,13,13,04108,36,4108
67,158700,2,1,21,20,03806,36,3806
75,18100,2,1,12,11,04017,36,4017
94,26110,2,1,17,17,04103,36,4103
71,45400,2,1,12,12,04016,36,4016
69,47100,1,1,34,34,04017,36,4017
84,14400,2,1,25,24,04104,36,4104
79,5900,2,1,11,11,04016,36,4016
76,55300,2,1,14,14,04003,36,4003
77,131000,2,1,16,16,04110,36,4110
79,143200,1,1,21,21,03901,36,3901
69,52000,2,1,15,15,04113,36,4113
79,24200,2,1,15,16,03704,36,3704
76,26850,2,1,18,18,04113,36,4113
87,130400,2,1,17,16,03804,36,3804
66,403600,1,1,22,21,04004,36,4004
74,103200,2,1,14,14,04103,36,4103
79,238500,2,1,14,13,04111,36,4111
74,243800,2,1,20,20,03805,36,3805
86,27200,1,1,15,16,04104,36,4104
69,35700,2,1,9,9,03901,36,3901
81,59600,2,1,12,12,04102,36,4102
65,110000,1,1,10,10,04105,36,4105
65,74000,2,1,18,17,03806,36,3806
65,43100,2,1,19,20,03807,36,3807
65,65800,2,1,15,14,04112,36,4112
73,8900,2,1,9,9,03701,36,3701
68,68800,1,1,18,18,04014,36,4014
67,60200,1,1,7,7,04010,36,4010
71,59400,1,1,27,27,04107,36,4107
65,111170,1,1,15,16,03902,36,3902
88,34400,2,1,16,15,04110,36,4110
85,30800,2,1,15,15,04103,36,4103
83,27400,2,1,14,14,04110,36,4110
75,28400,2,1,17,17,03801,36,3801
69,46040,2,1,13,14,03903,36,3903
94,1500,2,1,18,18,04016,36,4016
85,35300,2,1,15,15,04001,36,4001
84,66000,2,1,41,41,04112,36,4112
75,23000,2,1,13,13,03806,36,3806
73,32400,2,1,18,18,03807,36,3807
71,97000,2,1,13,14,03902,36,3902
65,208000,1,1,15,16,04102,36,4102
71,92500,1,1,29,29,04107,36,4107
75,91000,2,1,14,13,04108,36,4108
74,56500,1,1,20,20,04114,36,4114
77,65100,2,1,16,16,04113,36,4113
68,56000,1,1,37,37,03903,36,3903
76,20900,2,1,33,32,03701,36,3701
70,8900,2,1,56,56,03901,36,3901
65,34400,1,1,34,34,04016,36,4016
70,136600,1,1,12,12,03702,36,3702
82,31300,1,1,12,12,04102,36,4102
76,50400,2,1,14,14,04112,36,4112
85,59700,2,1,14,14,03805,36,3805
72,48000,1,1,23,22,04014,36,4014
70,118300,1,1,12,12,03903,36,3903
65,83450,2,1,14,13,03704,36,3704
82,39800,2,1,26,26,04013,36,4013
76,214500,2,1,22,22,04114,36,4114
80,26030,2,1,13,13,04114,36,4114
68,107100,2,1,8,7,04017,36,4017
72,9700,1,1,3,3,04112,36,4112
80,18500,2,1,21,22,03807,36,3807
77,2200,2,1,16,16,03803,36,3803
72,44900,2,1,10,10,04009,36,4009
80,29000,2,1,16,16,04103,36,4103
68,238000,1,1,11,11,04105,36,4105
79,44100,2,1,20,20,04101,36,4101
94,21800,1,1,62,62,03808,36,3808
94,55100,2,1,13,14,03709,36,3709
68,99700,2,1,49,48,04007,36,4007
80,182000,1,1,23,23,04103,36,4103
69,131800,1,1,12,12,03704,36,3704
83,12000,2,1,15,15,04105,36,4105
65,123200,2,1,11,11,04003,36,4003
75,120990,1,1,15,14,03804,36,3804
88,21200,2,1,13,13,04114,36,4114
75,51400,2,1,29,30,04111,36,4111
70,59000,1,1,13,13,04111,36,4111
68,41850,1,1,22,21,04109,36,4109
74,12000,2,1,21,20,03803,36,3803
81,34000,2,1,53,53,04008,36,4008
82,31300,2,1,11,11,03702,36,3702
70,54700,2,1,31,31,03702,36,3702
66,120400,1,1,5,5,04003,36,4003
67,204000,1,1,57,58,03901,36,3901
71,38600,2,1,19,18,04103,36,4103
78,90000,2,1,27,26,03805,36,3805
65,154700,1,1,14,14,04012,36,4012
77,48000,2,1,10,11,04104,36,4104
66,98000,1,1,21,21,03806,36,3806
78,22700,2,1,18,18,04112,36,4112
79,176600,2,1,22,22,04004,36,4004
66,14100,2,1,11,12,04016,36,4016
67,342000,2,1,65,65,03806,36,3806
94,32500,2,1,14,14,04017,36,4017
89,67000,2,1,15,15,04006,36,4006
69,125000,2,1,15,14,04110,36,4110
71,14000,2,1,16,16,03805,36,3805
86,45900,2,1,12,12,03903,36,3903
79,111000,2,1,14,14,04002,36,4002
77,62600,2,1,13,13,04017,36,4017
69,50000,2,1,21,20,03808,36,3808
67,49000,1,1,48,48,04114,36,4114
87,67100,2,1,21,21,04103,36,4103
65,95400,2,1,12,11,04110,36,4110
79,65000,1,1,24,24,04007,36,4007
73,120500,2,1,23,23,04104,36,4104
68,69400,1,1,20,20,03806,36,3806
69,30000,1,1,24,24,04104,36,4104
65,26400,2,1,13,13,04103,36,4103
70,189500,1,1,37,37,04008,36,4008
89,30300,2,1,11,12,04110,36,4110
68,80000,2,1,13,14,04113,36,4113
68,122200,2,1,17,18,04005,36,4005
75,15630,2,1,20,20,04001,36,4001
85,13800,2,1,14,14,04014,36,4014
68,7200,2,1,45,45,04105,36,4105
75,13600,2,1,18,18,04009,36,4009
76,52000,2,1,18,18,03805,36,3805
71,103900,2,1,21,21,03807,36,3807
79,74800,2,1,9,10,03702,36,3702
70,64000,2,1,10,10,04110,36,4110
75,49300,2,1,14,14,03701,36,3701
85,34000,2,1,12,12,03801,36,3801
71,14200,2,1,13,12,04016,36,4016
65,115700,1,1,14,14,04105,36,4105
67,23200,1,1,20,20,03902,36,3902
66,61800,2,1,20,20,04102,36,4102
78,36600,1,1,14,14,04101,36,4101
69,50700,1,1,18,19,04009,36,4009
65,213000,1,1,12,12,04018,36,4018
67,47200,2,1,20,20,03810,36,3810
81,57300,1,1,7,8,04101,36,4101
72,23700,2,1,20,21,03806,36,3806
71,46500,1,1,30,30,04011,36,4011
74,41300,2,1,16,17,03902,36,3902
94,13300,2,1,39,39,04105,36,4105
72,54000,1,1,22,22,03808,36,3808
85,16800,2,1,16,17,04105,36,4105
69,61500,1,1,18,18,03810,36,3810
73,182020,2,1,24,24,03806,36,3806
66,14100,1,1,19,19,04012,36,4012
68,333500,1,1,22,22,04104,36,4104
69,177410,2,1,10,10,04110,36,4110
87,17700,2,1,15,15,04104,36,4104
78,61000,1,1,12,12,04105,36,4105
71,10400,1,1,17,18,04003,36,4003
66,4000,2,1,21,21,03805,36,3805
90,18000,2,1,45,44,04113,36,4113
86,8320,2,1,26,26,04102,36,4102
79,27000,2,1,13,13,04103,36,4103
68,8000,2,1,12,12,03902,36,3902
70,16900,2,1,10,10,04111,36,4111
69,29300,1,1,12,12,03704,36,3704
74,30300,2,1,66,66,04017,36,4017
78,45500,2,1,12,12,04112,36,4112
94,11500,2,1,13,12,04017,36,4017
73,95000,1,1,20,20,04111,36,4111
73,22300,2,1,16,15,04108,36,4108
67,53450,2,1,16,16,04112,36,4112
77,174400,2,1,16,17,03807,36,3807
81,22000,2,1,12,12,04014,36,4014
77,22200,2,1,14,14,04018,36,4018
88,132700,2,1,10,10,04108,36,4108
85,110240,2,1,18,18,04016,36,4016
85,16200,2,1,21,22,04006,36,4006
69,26260,1,1,13,13,04014,36,4014
69,91910,2,1,18,18,03702,36,3702
78,35550,1,1,15,15,03903,36,3903
80,108090,2,1,22,22,03805,36,3805
78,33000,2,1,17,17,03901,36,3901
66,45600,1,1,29,29,03903,36,3903
78,33600,1,1,27,27,04011,36,4011
80,33400,2,1,17,16,03902,36,3902
94,15800,2,1,28,28,04006,36,4006
82,22000,2,1,17,17,04113,36,4113
71,87104,2,1,15,14,04111,36,4111
68,36400,2,1,31,30,04010,36,4010
73,48300,2,1,12,12,04104,36,4104
82,26000,2,1,16,17,04103,36,4103
69,53000,2,1,27,26,04004,36,4004
72,73300,1,1,13,13,04105,36,4105
73,61800,1,1,17,17,04106,36,4106
77,48100,2,1,12,13,03709,36,3709
80,119100,2,1,18,17,04105,36,4105
66,73160,1,1,14,14,03702,36,3702
90,14400,2,1,25,25,04113,36,4113
94,8500,1,1,34,34,04112,36,4112
76,58500,2,1,9,9,04014,36,4014
83,40500,2,1,7,6,03702,36,3702
70,106900,1,1,14,14,03801,36,3801
77,32400,2,1,14,14,04105,36,4105
84,295900,2,1,19,20,04106,36,4106
84,48000,2,1,19,20,04103,36,4103
87,13600,2,1,12,12,04017,36,4017
72,11600,1,1,23,22,04009,36,4009
81,21300,2,1,61,61,03706,36,3706
72,14500,2,1,24,24,03701,36,3701
68,9100,2,1,12,11,03902,36,3902
67,133100,1,1,19,20,04103,36,4103
73,111450,1,1,13,12,04112,36,4112
68,77040,2,1,17,17,04110,36,4110
78,71100,2,1,13,13,04107,36,4107
80,555700,2,1,19,19,04013,36,4013
69,1500,1,1,15,16,04107,36,4107
70,105200,1,1,7,8,03901,36,3901
65,205800,1,1,32,31,03704,36,3704
69,70800,1,1,20,20,03806,36,3806
94,145200,2,1,15,15,03806,36,3806
74,56000,2,1,11,11,04105,36,4105
75,47400,2,1,11,12,04018,36,4018
75,9050,2,1,15,15,03901,36,3901
79,12040,2,1,12,13,04103,36,4103
78,37200,2,1,14,14,04017,36,4017
71,14400,2,1,29,29,04017,36,4017
94,46000,2,1,20,20,04103,36,4103
86,42000,2,1,14,14,04106,36,4106
72,71700,2,1,23,23,04004,36,4004
72,52430,2,1,25,24,04104,36,4104
73,76000,1,1,10,10,04112,36,4112
72,78600,2,1,12,12,04009,36,4009
80,40000,2,1,29,29,03808,36,3808
69,68800,1,1,14,15,04012,36,4012
73,119700,1,1,16,16,03803,36,3803
65,95300,1,1,25,25,04111,36,4111
87,16400,2,1,18,18,04114,36,4114
79,109100,2,1,49,50,04108,36,4108
83,39800,1,1,18,19,03810,36,3810
79,24000,2,1,16,17,03704,36,3704
72,25200,2,1,8,8,04105,36,4105
65,48300,2,1,12,12,04015,36,4015
70,113000,1,1,22,23,03805,36,3805
65,30000,1,1,12,13,04112,36,4112
70,45000,2,1,22,23,03708,36,3708
67,115600,1,1,13,12,04013,36,4013
81,45800,2,1,17,17,03702,36,3702
65,112700,1,1,15,15,03901,36,3901
65,385800,2,1,18,18,03804,36,3804
94,46300,2,1,12,11,04106,36,4106
85,16600,2,1,19,20,03703,36,3703
76,58500,2,1,20,21,04104,36,4104
69,70600,1,1,17,18,03902,36,3902
76,23300,1,1,15,16,04008,36,4008
66,90000,1,1,18,18,04105,36,4105
77,11000,2,1,28,28,04101,36,4101
85,47500,2,1,13,12,04013,36,4013
65,107300,1,1,14,14,04114,36,4114
66,51600,1,1,40,39,04007,36,4007
83,32000,2,1,10,10,04112,36,4112
74,297800,2,1,16,16,03805,36,3805
77,15620,2,1,19,19,04108,36,4108
67,40800,1,1,11,11,04110,36,4110
79,20710,2,1,14,14,04007,36,4007
78,29000,2,1,32,32,04104,36,4104
88,121000,2,1,13,12,04106,36,4106
79,23100,2,1,18,17,03809,36,3809
65,113300,1,1,20,21,04112,36,4112
76,55700,2,1,23,23,03901,36,3901
89,138900,2,1,11,11,04017,36,4017
65,64400,2,1,21,20,03808,36,3808
73,49200,2,1,20,20,03903,36,3903
77,22500,2,1,21,20,03901,36,3901
85,18100,2,1,24,24,03806,36,3806
72,15400,1,1,14,14,04001,36,4001
83,36000,2,1,20,19,04103,36,4103
73,33200,1,1,12,12,04112,36,4112
65,161700,2,1,17,17,04109,36,4109
73,62900,2,1,11,11,04103,36,4103
73,52600,2,1,15,15,04016,36,4016
67,31000,2,1,41,41,04018,36,4018
89,10100,2,1,16,17,04103,36,4103
75,51000,2,1,19,19,04105,36,4105
83,95100,2,1,14,14,04013,36,4013
79,27400,2,1,19,19,03802,36,3802
75,34000,2,1,15,15,04104,36,4104
65,102600,1,1,22,21,03806,36,3806
74,73000,2,1,16,15,04110,36,4110
77,15500,1,1,23,23,04104,36,4104
67,54600,1,1,21,21,04009,36,4009
67,9000,1,1,9,9,03901,36,3901
76,17600,2,1,12,12,04106,36,4106
81,27800,2,1,19,18,04104,36,4104
83,79000,2,1,11,11,03704,36,3704
74,63500,2,1,18,18,03709,36,3709
65,199900,2,1,18,19,03704,36,3704
67,7500,1,1,18,18,03902,36,3902
70,133290,1,1,15,15,04010,36,4010
86,18000,2,1,20,20,04103,36,4103
69,78900,1,1,12,12,04009,36,4009
82,20800,2,1,19,19,04009,36,4009
80,48000,2,1,9,9,03701,36,3701
94,13110,1,1,13,12,04104,36,4104
65,109400,1,1,19,19,04008,36,4008
76,35900,1,1,16,16,04102,36,4102
65,22000,2,1,8,7,04113,36,4113
77,13000,2,1,53,54,04001,36,4001
74,26600,1,1,31,30,04012,36,4012
75,77500,2,1,12,12,04014,36,4014
76,81800,2,1,8,9,04105,36,4105
84,21000,2,1,16,16,04109,36,4109
72,139000,2,1,17,16,04012,36,4012
68,126100,2,1,14,13,04101,36,4101
76,12500,2,1,14,13,03901,36,3901
94,27300,2,1,22,21,03805,36,3805
77,190400,2,1,14,14,04016,36,4016
73,44900,1,1,13,12,04110,36,4110
67,42500,1,1,12,12,04105,36,4105
79,12000,1,1,14,14,04018,36,4018
68,123500,2,1,15,15,04108,36,4108
76,54150,2,1,12,12,04008,36,4008
83,279000,2,1,13,13,04107,36,4107
67,93900,2,1,28,27,03805,36,3805
84,110200,1,1,16,16,04106,36,4106
94,28100,2,1,15,15,03902,36,3902
73,104380,2,1,11,11,04013,36,4013
75,104000,1,1,16,16,03808,36,3808
72,120400,2,1,21,21,04113,36,4113
72,117990,2,1,15,14,04102,36,4102
81,442000,1,1,15,15,03805,36,3805
69,638700,2,1,19,19,03805,36,3805
78,4800,2,1,23,23,04001,36,4001
82,98400,2,1,22,23,04014,36,4014
86,33000,2,1,19,20,03805,36,3805
68,131500,2,1,15,16,03903,36,3903
69,11500,2,1,58,57,03703,36,3703
79,111400,2,1,39,39,03902,36,3902
94,8100,2,1,21,21,04112,36,4112
83,59500,2,1,18,18,04006,36,4006
78,34200,2,1,15,15,04103,36,4103
75,17900,2,1,17,17,04103,36,4103
66,61800,1,1,10,11,04009,36,4009
65,94000,2,1,18,18,03805,36,3805
78,28710,2,1,16,17,04101,36,4101
78,92200,1,1,24,23,04004,36,4004
82,40000,2,1,13,14,04105,36,4105
84,31700,2,1,15,15,03903,36,3903
83,12900,2,1,21,21,03808,36,3808
65,55600,1,1,43,43,03901,36,3901
68,52900,2,1,20,20,04112,36,4112
86,78900,2,1,34,34,04112,36,4112
69,84600,2,1,38,39,04101,36,4101
65,16500,2,1,10,10,03902,36,3902
80,13800,2,1,22,22,03805,36,3805
65,94600,1,1,15,14,03709,36,3709
83,27500,2,1,12,12,03704,36,3704
77,8800,1,1,45,44,03703,36,3703
71,39920,2,1,4,4,04109,36,4109
65,75000,1,1,53,53,04106,36,4106
81,66100,2,1,14,14,04103,36,4103
86,45100,2,1,17,17,04005,36,4005
73,66900,1,1,24,24,04006,36,4006
78,50000,2,1,19,19,04104,36,4104
73,52400,2,1,19,19,04105,36,4105
68,57100,2,1,10,10,03801,36,3801
79,56300,2,1,13,12,04102,36,4102
66,34000,1,1,14,14,04011,36,4011
77,125300,2,1,18,18,03701,36,3701
77,37700,1,1,14,14,03903,36,3903
70,12000,2,1,24,24,04018,36,4018
70,22560,2,1,16,15,03806,36,3806
84,142000,2,1,9,9,04014,36,4014
69,23910,2,1,17,16,04114,36,4114
70,68600,1,1,17,17,03701,36,3701
70,31500,1,1,23,23,04101,36,4101
69,34500,1,1,12,12,03710,36,3710
82,21000,2,1,26,26,04107,36,4107
65,195000,2,1,15,15,03704,36,3704
68,75110,2,1,23,22,03901,36,3901
72,54600,2,1,16,16,03801,36,3801
65,56900,1,1,25,26,03903,36,3903
75,39000,2,1,14,14,04014,36,4014
70,94600,2,1,20,20,04114,36,4114
67,219700,2,1,13,12,04012,36,4012
66,329400,2,1,6,6,04016,36,4016
65,72150,2,1,4,4,04110,36,4110
72,25000,1,1,12,11,04011,36,4011
85,26400,2,1,19,19,04004,36,4004
78,58300,1,1,27,27,03808,36,3808
69,84800,2,1,12,11,03903,36,3903
